28 | 64  28  32  32  36  32  36  20  44  24  20  36  36  32  28  12
29 | 64  48  36  36  28  28  32  40  20  28  36  36  36  36  28  12
30 | 64  44  32  32  36  28  20  24  24  36  44  36  20  28  24  20
31 | 64  28  28  28  36  36  40  28  36  32  20  36  36  36  20  24
32 | 64  16  24  32  24  32  28  36  32  32  32  24  28  28  24  56
33 | 64  36  28  24  28  32  32  28  32  28  36  24  24  20  28  48
34 | 64  36  32  32  32  44  36  28  36  32  44  28  40  36  28  44
35 | 64  20  24  36  40  28  32  36  24  40  28  20  32  24  28  36
36 | 64  36  52  36  44  40  48  40  20  40  24  40  28  32  24  40
37 | 64  28  28  40  32  32  32  32  48  24  24  40  36  32  32  36
38 | 64  28  32  32  28  28  12  32  40  28  32  40  24  32  24  36
39 | 64  32  48  32  32  32  36  36  24  40  32  32  40  40  36  36
40 | 64  44  28  28  32  28  36  44  44  32  36  36  36  32  36  52
41 | 64  24  32  24  44  28  28  28  24  36  24  44  32  28  32  52
42 | 64  24  32  24  40  24  36  36  28  44  20  36  28  36  32  40
43 | 64  44  32  32  28  32  36  36  36  32  44  36  36  40  36  44
44 | 64  32  24  36  28  28  32  36  28  36  28  24  32  32  44  40
45 | 64  40  36  36  28  36  28  20  36  36  32  32  32  32  32  40
46 | 64  40  32  36  28  32  36  28  28  20  32  28  40  36  44  36
47 | 64  32  28  32  24  28  32  32  32  28  28  28  24  40  40  36
48 | 64  40  40  36  28  32  24  24  32  32  36  24  24  28  24  24
49 | 64  28  28  36  32  28  40  40  32  24  36  32  48  24  24  28
50 | 64  36  28  32  40  28  32  36  28  32  32  36  28  40  28  24
51 | 64  36  40  32  24  36  24  32  40  36  36  28  32  28  28  28
52 | 64  24  24  32  36  48  32  20  44  32  16  28  44  28  28  12
53 | 64  48  32  32  40  28  36  40  16  28  40  36  24  32  20  12
54 | 64  40  32  32  32  20  28  32  24  28  40  36  32  32  36  20
55 | 64  28  20  32  36  40  32  28  40  36  24  28  28  40  28  24
56 | 64  28  28  28  28  28  40  28  16  32  36  32  40  28  28  28
57 | 64  36  36  40  24  32  28  36  44  32  36  40  24  32  32  24
58 | 64  32  36  28  32  40  24  32  40  28  36  40  32  36  32  28
59 | 64  32  28  24  36  32  36  28  24  28  32  32  28  36  40  28
60 | 64  36  36  36  36  20  24  28  32  36  40  24  24  24  40  12
61 | 64  16  36  24  28  40  32  32  32  32  28  32  36  32  32  16
62 | 64  20  32  32  24  40  44  32  40  28  28  36  32  32  40  20
63 | 64  32  36  36  36  28  28  28  28  32  32  28  36  32  44  24

DLCT Table for S-Box 2:
      0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
    ----------------------------------------------------------------
 0 | 64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64
 1 | 64  28  28  24  32  20  32  28  16  32  24  40  24  40  36  44
 2 | 64  32  24  28  12  28  28  40  16  28  32  32  40  36  40  32
 3 | 64  28  36  36  36  28  28  32  40  28  32  24  36  28  32  36
 4 | 64  24  28  32  20  40  28  20  20  20  28  40  24  44  44  36
 5 | 64  36  16  28  28  32  28  40  32  24  32  40  32  32  32  32
 6 | 64  24  36  24  44  16  32  24  40  36  32  24  24  32  32  28
 7 | 64  28  36  32  36  36  32  32  32  36  28  24  36  28  32  32
 8 | 64  28  20  28  36  32  28  20  16  20  36  44  20  40  36  44
 9 | 64  28  36  40  36  40  36  40  48  32  32  40  40  40  28  44
10 | 64  40  32  28  28  24  32  32  40  36  32  24  24  24  28  24
11 | 64  36  36  40  28  36  40  40  24  36  32  20  32  32  32  32
12 | 64  12  32  28  16  40  28  36  28  24  32  36  28  44  28  36
13 | 64  36  40  36  32  28  28  16  32  40  32  40  32  40  28  36
14 | 64  32  28  32  44  36  24  28  32  28  24  16  40  28  24  32
15 | 64  36  36  28  28  20  32  28  32  28  36  20  24  32  36  32
16 | 64  24  16  24  28  28  24  48  24  36  32  36  28  24  40  36
17 | 64  40  32  32  44  36  32  32  36  28  28  36  28  20  40  32
18 | 64  28  32  28  28  24  36  40  36  32  20  24  28  24  36  32
19 | 64  28  32  36  16  36  28  32  28  52  40  24  36  28  28  36
20 | 64  32  32  40  28  32  32  20  40  28  24  36  28  28  32  16
21 | 64  32  44  24  24  32  32  36  28  36  40  44  44  28  36  16
22 | 64  36  28  28  36  28  36  24  28  24  32  24  36  28  28  32
23 | 64  36  32  36  40  36  28  32  36  28  32  32  36  36  28  28
24 | 64  24  44  32  28  28  28  24  32  36  28  36  36  24  20  28
25 | 64  32  28  28  40  32  28  36  28  36  32  32  28  28  32  24
26 | 64  28  28  32  36  36  32  32  28  32  32  20  36  28  24  24
27 | 64  28  28  20  24  28  32  40  36  20  36  24  32  40  28  32
28 | 64  48  28  32  36  24  32  32  32  28  36  36  28  20  16  20
29 | 64  24  24  36  20  36  48  20  36  28  28  40  28  28  32  20
30 | 64  36  40  32  28  32  28  28  36  40  28  20  28  24  20  28
31 | 64  36  28  36  48  36  28  28  28  28  28  32  24  32  32  36
32 | 64  32  28  32   4  28  32  36  28  24  32  16  36  40  32  48
33 | 64  24  32  28  32  32  24  28  36  28  28  24  32  32  24  44
34 | 64  24  36  20  52  32  28  24  32  36  36  32  36  28  36  28
35 | 64  32  44  40  28  32  36  28  32  36  32  40  28  36  32  36
36 | 64  32  40  40  44  32  36  32  20  32  40  28  28  44  40  40
37 | 64  40  28  24  36  28  28  32  44  52  32  28  24  40  24  36
38 | 64  32  16  32  20  36  40  32  40  28  24  36  28  32  40  28
39 | 64  40  32  40  28  32  32  28  24  28  40  36  28  36  32  40
40 | 64  32  40  32  28  44  28  28  36  40  36  24  36  40  20  48
41 | 64  24  32  32  28  20  28  28  36  28  20  28  32  40  24  48
42 | 64  32  28  40  36  28  32  36  32  36  28  36  28  32  24  32
43 | 64  32  24  24  36  32  32  28  24  28  28  40  32  40  32  32
44 | 64  32  28  32  44  40  36  36  44  32  36  28  36  36  32  36
45 | 64  40  28  36  32  24  36  36  12  20  32  32  40  40  28  28
46 | 64  40  40  28  20  24  24  32  24  28  40  40  36  28  32  28
47 | 64  24  36  32  36  40  32  40  48  36  28  44  40  40  36  32
48 | 64  24  28  40  36  28  40  36  28  36  32  20  12  28  32  28
49 | 64  36  36  28  20  28  40  28  32  32  32  20  36  16  36  28
50 | 64  40  36  28  36  40  36  24  40  32  32  40  24  36  36  32
51 | 64  32  20  36  48  32  20  28  28  24  28  40  28  32  36  32
52 | 64  32  28  32  36  24  32  24  36  28  36  24  36  24  36  20
53 | 64  20  36  32  40  32  32  40  32  32  32  16  36  16  32  20
54 | 64  32  44  24  28  36  28  32  24  48  24  44  40  32  44  32
55 | 64  32  28  36  24  40  36  28  36  32  40  36  28  32  32  36
56 | 64  32  24  36  36  28  28  24  36  28  36  24  44  20  20  32
57 | 64  44  28  36  24  32  36  32  24  32  32  28  20  16  36  28
58 | 64  32  36  28  28  28  32  40  24  32  24  48  40  32  24  32
59 | 64  40  40  40  40  40  40  32  44  40  40  44  32  36  36  32
60 | 64  40  40  28  28  32  24  40  28  36  24  28  28  24  28  20
61 | 64  28  36  24  44  28  32  32  40  32  32  16  36  24  36   8
62 | 64  24  20  40  36  32  36  36  40  16  32  44  24  36  36  28
63 | 64  24  32  24  16  40  28  44  20  32  36  40  40  36  36  32

DLCT Table for S-Box 3:
      0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
    ----------------------------------------------------------------
 0 | 64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64
 1 | 64  16  28  36  20  28  44  20  20  32  24  36  28  48  28  40
 2 | 64  24  16  32  28  36  28  28  12  28  40  40  28  36  40  32
 3 | 64  32  40  32  36  40  32  28  48  36  32  36  36  36  24  24
 4 | 64  28  28  20  28  24  32  32  12  32  28  44  32  36  32  40
 5 | 64  32  36  28  32  28  32  36  44  32  32  36  28  36  20  44
 6 | 64  28  36  36  28  24  32  16  48  28  20  36  32  28  36  20
 7 | 64  32  32  40  32  32  32  40  20  32  32  28  24  28  28  32
 8 | 64  24  16  36  28  24  32  32  24  24  32  36  32  36  28  44
 9 | 64  36  40  40  24  24  36  32  36  44  40  36  32  36  32  40
10 | 64  40  44  24  32  24  28  16  40  32  40  28  24  24  24  28
11 | 64  36  28  20  32  24  32  44  28  20  32  44  44  24  28  28
12 | 64  16  32  20  20  28  28  48  36  36  20  32  24  32  32  44
13 | 64  44  32  20  44  40  28  24  24  32  36  36  32  40  36  44
14 | 64  32  32  36  32  36  36  28  24  32  28  24  28  24  28  28
15 | 64  28  28  32  36  40  36  32  36  28  28  36  32  24  36  28
16 | 64   8  32  28  16  44  24  40  28  36  28  32  28  32  36  36
17 | 64  48  36  40  44  32  28  28  24  24  32  36  32  28  36  44
18 | 64  40  28  28  24  36  32  36  32  16  32  32  32  44  20  16
19 | 64  32  24  32  28  44  36  20  36  36  28  28  40  40  32  24
20 | 64  32  32  32  36  32  36  24  32  32  32  24  24  20  24  36
21 | 64  32  32  24  32  24  36  44  36  28  32  32  40  24  32  32
22 | 64  32  32  28  32  28  20  28  32  40  36  24  36  32  28  20
23 | 64  32  36  32  32  28  24  32  28  36  28  24  28  32  40  16
24 | 64  40  28  36  28  20  32  24  32  24  32  24  40  24  32  32
25 | 64  32  24  32  36  28  24  40  36  40  28  32  28  24  40  36
26 | 64  24  28  32  40  20  36  28  32  40  28  24  28  32  32  24
27 | 64  32  36  32  36  28  40  36  28  24  40  24  32  36  36  20
28 | 64  48  28  28  44  32  28  32  36  20  24  24  28  16  28  32
29 | 64  16  28  36  16  44  28  32  28  32  32  28  36  20  32  40
30 | 64  32  36  32  32  40  24  36  28  28  28  24  32  32  28  16
31 | 64  32  32  36  32  28  24  24  40  36  36  20  20  36  32  20
32 | 64  28  32  24   8  32  28  40  16  28  24  40  40  40  44  24
33 | 64  36  36  28  44  32  32  24  44  40  44  36  28  40  36  28
34 | 64  36  36  28  36  32  36  36  44  40  32  32  36  32  44  44
35 | 64  28  32  28  32  24  40  32  16  32  28  36  36  32  24  44
36 | 64  24  28  40  36  24  32  32  48  20  32  40  32  32  32  28
37 | 64  40  40  36  28  32  40  32  20  36  36  40  32  36  20  28
38 | 64  40  36  32  32  40  24  28  20  32  32  40  36  16  44  44
39 | 64  24  20  36  32  24  20  36  48  28  28  40  28  24  24  36
40 | 64  40  28  32  36  36  28  32  32  36  40  32  32  44  28  20
41 | 64  24  28  28  40  32  28  28  24  32  24  32  28  44  28  28
42 | 64  24  32  32  32  28  40  28  28  28  32  32  28  32  32  36
43 | 64  40  32  32  32  36  36  40  40  40  32  32  40  28  28  40
44 | 64  36  36  28  44  32  40  32  32  40  36  40  32  40  28  32
45 | 64  28  20  44  20  36  40  28  40  28  28  36  32  40  36  24
46 | 64  28  20  32  32  32  36  36  36  32  28  32  28  28  28  52
47 | 64  36  40  32  28  40  36  36  24  36  36  36  32  28  36  36
48 | 64  36  28  28  48  24  36  32  32  24  28  24  32  28  28  20
49 | 64  28  32  24  16  36  40  32  32  36  28  36  36  24  40  24
50 | 64  28  32  40  36  32  24  40  32  28  24  24  24  36  28  36
51 | 64  36  36  40  36  28  16  24  36  24  32  28  36  36  32  40
52 | 64  40  44  44  28  32  32  20  32  32  36  28  24  12  20  24
53 | 64  24  36  44  32  28  28  40  32  36  32  36  40  16  32  24
54 | 64  24  28  28  32  40  36  36  32  36  32  28  32  28  32  36
55 | 64  40  32  28  36  20  32  28  28  24  36  28  36  32  40  40
56 | 64  24  32  16  36  36  36  20  36  44  20  28  32  32  32  24
57 | 64  40  32  28  28  32  36  36  32  28  36  28  28  28  32  20
58 | 64  40  36  40  24  28  28  36  28  28  32  28  32  44  36  36
59 | 64  24  28  32  28  44  28  32  32  32  32  20  24  40  36  32
60 | 64  28  28  44  20  32  24  24  28  40  40  32  32  28  28  20
61 | 64  36  32  32  48  36  28  36  32  28  28  28  32  28  32  24
62 | 64  36  36  24  32  32  32  40  36  24  44  32  40  40  28  36
63 | 64  28  36  20  32  32  32  28  32  32  32  20  24  36  36  44

DLCT Table for S-Box 4:
      0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
    ----------------------------------------------------------------
 0 | 64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64
 1 | 64  32  32   0  32  32  32  32  32  32  32  32   0  32  32  64
 2 | 64  24  24  32  24  24  24  40  24  24  24  40  32  40  40  32
 3 | 64  32  32  32  32  40  40  40  32  40  40  24  32  24  40  32
 4 | 64  24  24  32  24  16  40  32  24  40  16  32  32  32  32  48
 5 | 64  32  32  32  32  40  16  32  32  16  40  32  32  32  32  48
 6 | 64  36  36  32  36  40  24  20  36  24  40  20  32  20  20  32
 7 | 64  44  20  32  20  24  40  36  44  40  24  28  32  28  36  32
 8 | 64  24  24  24  24  32  24  40  24  24  32  40  24  40  40  32
 9 | 64  36  28  40  28  32  40  36  36  40  32  28  40  28  36  32
10 | 64  32  32  24  32  32  32  32  32  32  32  32  24  32  32  16
11 | 64  20  44  40  44  24  24  44  20  24  24  20  40  20  44  16
12 | 64  24  24  24  24  32  24  40  24  24  32  40  24  40  40  32
13 | 64  28  36  40  36  32  40  28  28  40  32  36  40  36  28  32
14 | 64  32  32  32  32  24  32  32  32  32  24  32  32  32  32  16
15 | 64  32  32  32  32  32  24  32  32  24  32  32  32  32  32  16
16 | 64  24  24  16  24  32  40  32  24  40  32  32  16  32  32  48
17 | 64  32  32  48  32  24  16  32  32  16  24  32  48  32  32  48
18 | 64  24  24  32  24  24  24  40  24  24  24  40  32  40  40  32
19 | 64  32  32  32  32  40  40  24  32  40  40  40  32  40  24  32
20 | 64  32  32  32  32  32  48  16  32  48  32  16  32  16  16  32
21 | 64  32  32  32  32  48  32  32  32  32  48  32  32  32  32  32
22 | 64  36  36  32  36  40  24  20  36  24  40  20  32  20  20  32
23 | 64  20  44  32  44  24  40  28  20  40  24  36  32  36  28  32
24 | 64  36  36  40  36  32  24  20  36  24  32  20  40  20  20  32
25 | 64  40  24  24  24  32  40  40  40  40  32  24  24  24  40  32
26 | 64  32  32  32  32  24  32  32  32  32  24  32  32  32  32  16
27 | 64  32  32  32  32  32  24  32  32  24  32  32  32  32  32  16
28 | 64  36  36  40  36  32  24  20  36  24  32  20  40  20  20  32
29 | 64  24  40  24  40  32  40  24  24  40  32  40  24  40  24  32
30 | 64  32  32  24  32  32  32  32  32  32  32  32  24  32  32  16
31 | 64  44  20  40  20  24  24  20  44  24  24  44  40  44  20  16
32 | 64  20  20  40  20  24  24  44  20  24  24  44  40  44  44  16
33 | 64  40  24  24  24  32  32  32  40  32  32  32  24  32  32  16
34 | 64  32  32  24  32  32  40  40  32  40  32  40  24  40  40  32
35 | 64  28  36  40  36  32  24  36  28  24  32  28  40  28  36  32
36 | 64  32  32  32  32  32  24  32  32  24  32  32  32  32  32  16
37 | 64  24  40  32  40  24  32  32  24  32  24  32  32  32  32  16
38 | 64  32  32  24  32  32  40  24  32  40  32  24  24  24  24  32
39 | 64  28  36  40  36  32  24  36  28  24  32  28  40  28  36  32
40 | 64  40  40  32  40  40  40  40  40  40  40  40  32  40  40  32
41 | 64  24  40  32  40  24  24  32  24  24  24  32  32  32  32  32
42 | 64  32  32  40  32  16  16  32  32  16  16  32  40  32  32  48
43 | 64  44  20  24  20  40  40  36  44  40  40  28  24  28  36  48
44 | 64  36  36  32  36  24  40  36  36  40  24  36  32  36  36  32
45 | 64  36  28  32  28  40  24  28  36  24  40  36  32  36  28  32
46 | 64  32  32  32  32  64  32  32  32  32  64  32  32  32  32  64
47 | 64  32  32  32  32  32  64  32  32  64  32  32  32  32  32  64
48 | 64  32  32  32  32  32  24  32  32  24  32  32  32  32  32  16
49 | 64  24  40  32  40  24  32  32  24  32  24  32  32  32  32  16
50 | 64  44  44  40  44  32  40  36  44  40  32  36  40  36  36  32
51 | 64  40  24  24  24  32  24  32  40  24  32  32  24  32  32  32
52 | 64  44  44  40  44  24  24  20  44  24  24  20  40  20  20  16
53 | 64  40  24  24  24  32  32  32  40  32  32  32  24  32  32  16
54 | 64  20  20  40  20  32  40  28  20  40  32  28  40  28  28  32
55 | 64  40  24  24  24  32  24  32  40  24  32  32  24  32  32  32
56 | 64  24  24  32  24  40  40  24  24  40  40  24  32  24  24  32
57 | 64  24  40  32  40  24  24  32  24  24  24  32  32  32  32  32
58 | 64  32  32  16  32  32  32  32  32  32  32  32  16  32  32  32
59 | 64  32  32  48  32  48  48  32  32  48  48  32  48  32  32  32
60 | 64  28  28  32  28  24  40  28  28  40  24  28  32  28  28  32
61 | 64  36  28  32  28  40  24  28  36  24  40  36  32  36  28  32
62 | 64  32  32  24  32  32  16  32  32  16  32  32  24  32  32  48
63 | 64  20  44  40  44  24  40  28  20  40  24  36  40  36  28  48

DLCT Table for S-Box 5:
      0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
    ----------------------------------------------------------------
 0 | 64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64
 1 | 64  24  36  28  12  32  24  36  28  28  20  28  32  36  40  44
 2 | 64  24  28  20  16  32  32  40  24  28  32  36  32  36  28  40
 3 | 64  36  36  36  44  32  32  32  32  32  32  36  28  36  28  40
 4 | 64  24  24  32  24  28  28  32  28  32  20  32  28  28  40  48
 5 | 64  40  24  32  40  48  36  36  32  32  44  36  28  20  44  52
 6 | 64  28  32  32  32  32  32  20  32  24  36  24  36  24  24  40
 7 | 64  32  20  32  32  28  36  28  32  32  28  40  28  32  24  40
 8 | 64  32  24  24  20  32  28  32  24  28  32  28  24  32  40  48
 9 | 64  24  40  32  40  24  36  36  32  36  32  28  28  40  40  44
10 | 64  28  40  28  44  32  28  24  28  24  24  20  32  36  20  40
11 | 64  32  40  32  24  28  28  32  40  32  32  32  24  36  28  40
12 | 64  28  20  28  32  24  24  36  24  32  24  36  28  24  40  48
13 | 64  40  28  20  32  36  36  40  40  40  36  28  28  24  48  52
14 | 64  32  28  28  32  24  32  32  40  28  28  24  28  24  28  40
15 | 64  28  32  44  32  36  36  32  20  24  32  28  44  24  28  40
16 | 64  28  16  28  20  32  32  36  20  24  36  40  24  44  44  24
17 | 64  28  28  36  44  28  28  32  44  36  24  36  40  36  32  24
18 | 64  28  36  36  28  32  32  32  32  32  28  40  20  36  24  12
19 | 64  32  28  32  28  28  28  32  20  40  32  40  32  36  24  16
20 | 64  32  36  32  40  20  36  28  32  20  28  28  32  24  36  24
21 | 64  32  36  32  24  28  36  28  28  32  40  40  40  24  36  24
22 | 64  36  32  32  32  24  28  24  36  44  36  32  32  28  20  12
23 | 64  32  40  28  32  32  28  32  32  32  28  32  36  28  20  16
24 | 64  28  36  28  36  36  28  16  32  32  36  24  32  28  32  24
25 | 64  40  32  32  24  24  28  28  28  20  28  28  36  44  32  24
26 | 64  36  24  36  28  40  24  20  40  44  32  28  36  32  16  12
27 | 64  32  24  28  40  36  44  28  32  32  32  20  36  40  24  16
28 | 64  28  40  32  32  24  32  36  40  24  28  24  28  24  32  24
29 | 64  36  32  36  32  36  32  28  32  32  40  32  24  24  40  24
30 | 64  36  32  32  32  36  32  40  16  32  28  32  36  28  24  12
31 | 64  24  36  32  32  36  24  32  40  32  32  28  28  32  24  16
32 | 64  20  24  32  20  32  28  36  24  24  32  36  36  36  28  40
33 | 64  36  24  28  40  28  32  28  24  28  32  44  12  24  28  40
34 | 64  40  24  32  44  32  40  44  44  32  36  40  32  24  44  52
35 | 64  28  28  28  24  32  32  28  24  40  24  36  28  24  40  48
36 | 64  40  32  28  36  32  28  28  36  36  28  32  32  36  32  40
37 | 64  28  32  40  28  36  36  40  32  24  32  36  32  36  24  40
38 | 64  32  44  36  28  36  32  32  28  36  24  40  40  40  44  52
39 | 64  36  44  32  36  40  28  40  32  24  40  32  28  44  40  48
40 | 64  28  32  28  36  32  40  28  32  32  32  24  36  20  24  40
41 | 64  40  32  40  28  24  24  28  44  32  32  28  40  32  32  40
42 | 64  32  28  36  20  32  32  28  24  32  40  24  40  28  40  44
43 | 64  36  24  24  36  28  32  28  32  32  28  32  32  20  48  48
44 | 64  36  40  32  32  24  36  40  40  28  36  28  36  36  28  40
45 | 64  20  40  28  32  28  40  36  24  36  28  32  32  36  28  40
46 | 64  28  32  32  40  28  28  36  28  36  28  32  20  44  40  44
47 | 64  32  32  36  24  32  40  36  36  40  40  24  36  32  40  48
48 | 64  32  36  32  36  36  28  32  32  28  24  32  28  32  24  16
49 | 64  36  36  28  24  24  32  28  28  32  36  36  44  28  16  20
50 | 64  36  40  28  28  28  28  44  28  32  36  32  32  24  40  24
51 | 64  24  32  44  40  24  32  36  48  24  36  48  40  24  36  24
52 | 64  32  40  32  28  28  32  24  36  32  32  44  20  32  20  16
53 | 64  32  28  28  36  36  24  24  36  44  32  24  32  40  20  12
54 | 64  24  24  36  36  32  32  32  36  28  28  40  28  40  40  24
55 | 64  28  24  44  28  28  32  32  24  32  40  32  32  44  36  24
56 | 64  32  32  44  28  40  36  20  36  36  28  32  32  20  16  16
57 | 64  32  32  28  44  36  36  32  28  36  28  16  32  32  24  12
58 | 64  28  32  24  44  32  32  24  28  24  52  20  28  24  32  24
59 | 64  32  40  28  20  36  28  40  28  32  16  32  28  24  40  24
60 | 64  36  20  36  32  32  28  32  20  40  36  28  36  36  20  16
61 | 64  32  32  28  32  44  32  24  40  24  28  24  32  36  20  20
62 | 64  36  32  24  24  36  32  32  40  36  20  28  36  40  40  24
63 | 64  40  32  28  40  36  32  32  32  32  40  36  32  36  40  24

DLCT Table for S-Box 6:
      0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
    ----------------------------------------------------------------
 0 | 64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64
 1 | 64  28  28  20  16  24  28  48  16  32  24  44  44  32  36  28
 2 | 64  24  24  28  16  32  28  40  28  24  32  32  24  44  40  32
 3 | 64  16  28  32  40  24  28  40  32  24  32  28  24  32  40  28
 4 | 64  28  12  28  32  20  32  40  16  36  36  36  32  28  32  40
 5 | 64  28  36  32  28  40  32  44  44  44  32  32  32  32  36  36
 6 | 64  36  40  40  36  28  28  32  32  24  32  20  28  24  28  20
 7 | 64  36  36  28  32  32  28  32  32  24  44  24  32  44  36  36
 8 | 64  32  20  20  16  28  32  44  28  36  20  36  32  20  44  40
 9 | 64  36  28  36  40  36  32  40  32  32  36  32  36  28  44  40
10 | 64  28  40  28  44  28  36  28  28  20  28  20  36  24  36  24
11 | 64  32  28  36  24  28  40  28  36  36  28  20  28  32  48  36
12 | 64  12  32  24  28  32  20  44  32  28  20  44  28  32  32  40
13 | 64  36  36  40  36  40  28  40  40  36  32  44  36  24  32  44
14 | 64  36  24  28  28  28  40  32  36  28  32  24  20  32  36  24
15 | 64  44  36  32  32  32  32  32  24  28  28  32  24  24  32  32
16 | 64  16  24  40  20  32  28  32  28  20  28  36  32  44  32  36
17 | 64  44  32  32  36  28  36  32  36  32  28  36  28  36  28  32
18 | 64  28  40  20  36  28  32  24  20  28  28  28  36  32  32  36
19 | 64  40  36  36  36  36  32  24  44  40  36  32  32  36  24  12
20 | 64  32  40  24  32  32  32  24  28  32  32  36  28  32  16  28
21 | 64  32  24  32  36  32  28  24  32  28  32  36  28  36  28  36
22 | 64  32  24  36  28  40  24  16  44  36  28  24  40  28  20  28
23 | 64  32  28  28  32  24  36  28  20  32  36  24  44  48  28  24
24 | 64  32  32  32  36  32  24  28  32  32  32  32  28  24  24  28
25 | 64  28  32  28  32  28  40  28  28  28  36  36  24  32  32  32
26 | 64  32  24  36  28  32  36  20  32  36  40  24  28  28  28  24
27 | 64  32  36  28  32  36  28  24  32  32  20  28  32  36  28  24
28 | 64  48  32  32  32  28  28  24  32  36  28  32  20  28  20  28
29 | 64  24  40  36  32  36  32  24  28  32  36  36  28  20  20  40
30 | 64  32  40  32  36  28  28  20  32  32  32  24  36  28  28  20
31 | 64  24  28  36  28  36  32  24  36  32  32  28  40  20  20  32
32 | 64  28  20  24  20  32  32  36  16  32  40  32  28  36  36  36
33 | 64  28  32  32  40  28  36  36  44  28  24  28  28  28  28  24
34 | 64  40  36  36  48  44  36  40  36  36  40  40  36  32  32  44
35 | 64  32  28  24  20  28  32  36  32  28  32  32  28  24  36  36
36 | 64  40  44  40  32  28  40  40  56  32  36  32  24  20  32  32
37 | 64  32  24  24  32  36  20  40  16  32  36  28  32  28  40  28
38 | 64  36  28  28  32  24  28  40  28  20  24  44  36  24  32  40
39 | 64  20  36  36  32  32  32  36  32  36  32  40  40  32  36  40
40 | 64  24  36  32  44  28  36  32  32  32  32  28  36  36  32  36
41 | 64  32  40  32  24  32  32  32  40  32  28  28  20  36  32  24
42 | 64  28  28  40  20  32  40  36  36  36  32  40  32  32  28  36
43 | 64  44  36  32  40  36  28  32  24  32  36  36  32  48  44  44
44 | 64  32  28  28  28  36  32  40  32  36  28  24  28  40  40  28
45 | 64  36  32  40  36  28  28  40  32  32  36  32  28  32  32  32
46 | 64  28  36  28  32  32  28  40  28  32  32  32  36  28  40  28
47 | 64  32  28  36  32  36  32  36  36  36  32  32  40  36  32  52
48 | 64  28  40  24  36  28  36  24  28  24  32  16  44  36  24  28
49 | 64  28  20  36  36  40  36  28  32  36  36  20  40  28  24  24
50 | 64  32  32  36  24  24  24  36  48  32  32  36  24  32  32  36
51 | 64  40  32  32  36  32  40  36  20  36  36  36  28  24  24  28
52 | 64  24  32  36  28  44  28  24  24  36  36  28  32  20  28  28
53 | 64  36  44  32  36  32  40  28  36  24  32  28  40  28  36  24
54 | 64  28  32  16  36  32  24  32  20  36  32  44  24  24  32  36
55 | 64  40  32  48  32  28  28  32  44  36  44  44  28  32  32  28
